Date,PM2.5,PM10,NO2,NOx,CO,SO2,O3,temp,max_temp,min_temp,humid,visible
2016-01-01,56.4,95.08,51.73,34.31,0.69,7.44,55.96,20.1,28.4,15.7,54.0,6.0
2016-01-02,53.69,93.92,73.09,54.77,0.76,8.67,34.06,20.8,28.3,12.9,45.0,6.3
2016-01-03,62.35,99.34,77.77,55.6,0.96,9.1,47.62,21.4,29.0,13.7,45.0,6.3
2016-01-04,64.96,104.62,77.07,50.81,0.89,8.87,50.62,21.5,29.0,15.2,47.0,6.9
2016-01-05,70.15,105.12,79.43,56.05,0.85,9.41,36.94,20.9,28.4,14.7,51.0,6.3
2016-01-06,68.22,91.74,68.5,55.38,0.93,14.23,45.98,21.7,28.7,15.4,54.0,6.0
2016-01-07,68.74,74.3,53.25,58.6,0.79,23.65,23.19,21.0,28.7,17.0,65.0,6.3
2016-01-08,67.9,62.77,51.09,60.65,0.66,14.17,8.59,20.4,27.6,16.2,61.0,5.5
2016-01-09,79.8,74.11,64.04,86.73,0.79,14.65,10.66,20.7,28.4,15.1,47.0,6.3
2016-01-10,76.18,63.19,46.46,52.1,0.8,15.02,14.39,20.9,28.4,15.3,46.0,5.3
2016-01-11,61.48,53.24,39.43,62.48,0.78,11.53,19.51,20.9,28.1,15.0,51.0,6.9
2016-01-12,73.5,106.62,39.55,27.55,1.3,4.65,21.45,21.3,28.5,15.2,49.0,6.3
2016-01-13,70.78,160.0,55.91,37.72,1.02,10.59,24.48,20.3,28.5,15.7,51.0,6.3
2016-01-14,75.01,172.02,70.58,49.75,0.84,13.99,22.94,21.1,27.2,15.0,51.0,6.3
2016-01-15,42.84,160.87,50.76,34.73,0.78,17.8,25.71,20.6,28.2,15.2,58.0,6.3
2016-01-16,77.23,235.32,83.2,94.37,1.02,15.22,22.72,21.4,27.5,15.4,56.0,6.3
2016-01-17,68.98,149.82,110.24,147.06,0.78,14.5,17.73,21.2,28.7,16.0,61.0,5.5
2016-01-18,73.89,133.08,77.38,110.35,0.97,18.94,20.92,21.9,29.0,16.2,67.0,6.3
2016-01-19,75.45,113.92,72.62,71.08,0.98,24.0,23.09,21.4,28.4,17.8,73.0,4.8
2016-01-20,78.07,122.54,45.06,55.6,0.97,24.02,17.64,21.2,25.9,19.4,88.0,4.0
2016-01-21,53.45,62.27,34.63,50.76,0.93,18.54,20.57,22.6,27.4,19.0,78.0,5.3
2016-01-22,63.58,150.78,41.69,57.18,1.15,13.94,22.0,21.1,28.7,18.2,77.0,5.5
2016-01-23,57.91,133.63,29.72,40.25,1.08,11.77,11.02,21.6,25.3,18.5,76.0,6.3
2016-01-24,41.36,92.58,35.97,35.05,0.99,5.66,15.4,22.1,26.9,18.5,73.0,6.3
2016-01-25,51.7,121.42,51.13,35.03,1.23,7.78,18.12,22.9,29.2,18.5,70.0,5.5
2016-01-26,54.34,108.47,45.69,28.2,1.04,8.68,26.95,23.1,28.9,18.9,68.0,6.3
2016-01-27,54.33,76.37,41.42,32.76,1.05,8.73,17.6,23.4,29.3,19.0,66.0,4.8
2016-01-28,84.84,50.03,36.42,34.42,1.16,2.96,17.21,23.8,30.4,17.7,55.0,6.9
2016-01-29,87.02,83.23,36.39,23.82,1.12,3.02,26.32,23.7,31.6,17.9,56.0,6.3
2016-01-30,71.42,130.22,37.09,25.13,1.21,4.28,23.31,22.8,30.7,17.1,50.0,6.3
2016-01-31,119.16,218.27,48.59,36.49,1.32,6.07,23.3,23.1,30.7,16.4,43.0,6.3
2016-02-01,84.45,158.01,55.88,40.35,1.85,6.34,17.17,23.3,31.4,16.4,36.0,6.9
2016-02-02,76.8,159.14,55.92,41.2,1.39,5.9,15.86,23.7,31.9,16.3,35.0,6.9
2016-02-03,75.57,193.59,62.78,41.28,1.9,5.54,25.77,23.6,32.2,16.2,44.0,6.3
2016-02-04,74.6,152.36,49.76,32.57,1.6,5.13,28.21,23.4,31.2,17.3,42.0,6.9
2016-02-05,72.11,121.86,49.34,31.63,1.37,4.07,31.13,23.6,30.7,16.7,42.0,6.9
2016-02-06,63.42,169.11,45.84,25.16,1.81,3.74,32.4,22.8,29.8,16.6,55.0,6.0
2016-02-07,82.78,351.51,84.52,35.82,3.28,2.76,37.66,23.2,31.2,17.3,61.0,5.6
2016-02-08,75.98,154.26,46.99,21.56,1.59,3.49,31.18,25.2,30.5,19.2,50.0,6.9
2016-02-09,85.33,223.57,59.41,30.85,2.19,9.71,35.63,24.3,31.7,18.6,50.0,6.3
2016-02-10,84.32,256.75,46.66,26.54,2.2,14.25,49.77,24.6,31.6,18.3,48.0,7.7
2016-02-11,91.95,190.47,45.44,25.01,2.06,23.66,58.94,24.9,32.4,19.8,49.0,6.3
2016-02-12,83.66,164.48,49.77,26.13,1.7,5.25,67.3,24.7,32.4,19.6,49.0,6.3
2016-02-13,85.96,146.45,56.54,33.17,1.69,4.73,63.27,24.8,31.9,19.5,49.0,5.5
2016-02-14,62.08,113.87,43.41,39.5,1.46,3.14,57.1,24.0,32.1,19.0,48.0,6.3
2016-02-15,56.57,100.3,35.08,33.68,1.73,4.27,37.83,23.1,31.2,17.3,54.0,6.6
2016-02-16,42.58,108.68,23.5,19.24,1.51,3.45,31.32,23.9,29.8,18.7,53.0,7.7
2016-02-17,49.6,145.32,24.34,19.72,1.66,4.46,25.02,23.5,31.1,18.4,52.0,6.9
2016-02-18,54.56,138.17,19.86,17.74,1.51,4.12,29.33,23.3,30.5,19.3,63.0,6.9
2016-02-19,44.26,146.23,26.16,20.93,1.51,3.9,42.53,24.8,29.9,18.0,44.0,6.9
2016-02-20,53.12,116.89,30.94,22.89,1.47,3.2,36.37,26.2,32.5,19.6,50.0,6.9
2016-02-21,57.32,107.54,34.98,25.44,1.45,2.88,49.63,26.9,33.2,20.2,50.0,7.4
2016-02-22,90.07,127.67,32.23,22.31,1.57,3.26,38.32,27.8,34.6,21.1,39.0,6.6
2016-02-23,134.69,142.12,32.14,20.48,1.12,2.99,42.23,25.9,35.5,18.9,44.0,6.3
2016-02-24,110.05,100.07,38.67,25.42,0.94,4.85,59.43,25.9,34.2,20.5,51.0,6.3
2016-02-25,66.98,100.6,37.3,25.34,0.73,6.91,64.9,26.4,33.4,22.3,59.0,5.5
2016-02-26,51.96,102.39,28.51,22.43,0.94,5.29,37.26,24.9,33.5,20.5,58.0,6.3
2016-02-27,36.28,98.29,41.88,27.18,0.81,3.09,30.33,24.9,31.3,18.7,51.0,6.9
2016-02-28,35.63,115.9,47.36,24.09,0.79,3.52,29.08,24.3,31.8,19.9,58.0,6.9
2016-02-29,41.64,144.04,30.64,23.56,1.01,3.16,39.28,24.2,31.2,19.7,58.0,6.3
2016-03-01,39.21,154.64,42.55,51.48,0.84,3.5,37.68,24.6,30.7,18.9,55.0,6.9
2016-03-02,42.17,134.78,33.44,29.43,0.56,2.24,31.99,24.6,31.5,19.7,52.0,6.9
2016-03-03,54.91,148.57,31.09,18.25,0.58,1.91,49.42,25.3,31.7,19.6,49.0,6.3
2016-03-04,54.04,137.04,38.09,25.03,0.62,2.45,42.21,25.6,32.8,18.4,37.0,6.3
2016-03-05,55.72,132.73,31.96,18.66,1.68,2.36,38.54,25.5,34.0,18.8,45.0,6.3
2016-03-06,45.98,120.86,22.73,12.1,0.77,2.12,49.65,25.6,33.4,18.7,45.0,6.3
2016-03-07,43.69,120.32,24.23,13.82,0.58,2.05,45.07,25.4,33.4,18.7,46.0,6.9
2016-03-08,44.74,122.4,41.83,24.9,1.41,2.82,49.67,25.7,33.2,18.8,43.0,6.3
2016-03-09,51.06,150.19,47.14,30.04,0.97,4.02,38.62,26.7,34.3,19.5,44.0,6.9
2016-03-10,53.1,161.1,43.2,34.09,1.51,3.14,35.52,26.6,34.9,20.6,46.0,6.9
2016-03-11,60.7,173.24,36.11,33.16,1.03,3.61,40.0,27.2,34.3,21.1,46.0,6.9
2016-03-12,59.53,163.88,26.64,19.89,0.86,3.0,58.17,28.2,35.2,22.5,48.0,6.3
2016-03-13,64.29,144.67,21.86,14.6,0.57,2.75,68.09,27.8,35.4,22.7,57.0,6.3
2016-03-14,67.65,148.74,33.09,20.19,0.79,2.95,77.42,28.3,34.3,24.4,58.0,5.5
2016-03-15,68.48,144.33,36.46,25.68,1.28,2.93,47.78,26.2,34.4,22.4,66.0,6.3
2016-03-16,76.33,144.2,39.12,26.5,1.19,2.85,98.66,27.3,33.6,21.6,53.0,6.9
2016-03-17,72.22,151.36,25.76,18.7,0.89,3.24,39.82,27.8,34.2,22.9,53.0,6.9
2016-03-18,60.58,194.0,18.32,15.69,0.96,2.89,35.81,28.5,34.0,23.9,51.0,6.3
2016-03-19,98.29,206.35,32.29,24.48,1.22,2.53,33.32,29.0,35.2,23.3,46.0,7.4
2016-03-20,239.54,189.8,14.6,9.98,1.2,1.57,45.045,28.8,35.4,23.5,41.0,6.9
2016-03-21,121.43,164.52,59.53,35.01,0.91,2.47,56.77,29.2,36.0,24.7,45.0,6.9
2016-03-22,66.36,190.04,62.46,37.08,0.98,3.93,43.14,29.6,35.7,24.2,46.0,6.9
2016-03-23,29.73,186.28,46.26,35.81,0.52,2.38,49.68,29.2,34.4,25.0,50.0,6.0
2016-03-24,34.49,180.42,34.43,22.68,0.92,3.92,46.87,29.0,35.8,24.4,40.0,6.9
2016-03-25,32.59,183.03,28.33,14.13,0.9,3.22,55.02,27.8,35.8,22.8,40.0,6.9
2016-03-26,56.05,165.97,29.32,19.1,2.11,5.56,57.03,27.7,35.0,21.2,33.0,6.9
2016-03-27,63.5,175.45,30.19,18.63,0.82,5.39,89.88,27.8,35.1,20.7,33.0,6.9
2016-03-28,57.92,157.8,35.15,22.21,0.86,6.06,48.81,27.6,36.0,21.2,43.0,6.9
2016-03-29,48.28,162.1,23.54,15.33,0.87,3.42,40.43,28.2,35.4,21.2,43.0,7.4
2016-03-30,42.65,142.17,25.51,16.91,0.86,4.7,35.06,28.0,34.4,22.6,46.0,6.9
2016-03-31,50.78,156.52,32.46,21.42,0.82,3.72,44.42,28.0,35.0,23.0,44.0,6.9
2016-04-01,49.33,150.05,35.55,24.09,0.87,4.51,38.74,28.3,34.8,23.2,43.0,7.7
2016-04-02,51.78,159.41,36.29,25.48,0.62,2.51,34.73,28.4,35.3,23.5,46.0,6.9
2016-04-03,53.54,157.92,26.49,18.69,1.0,2.97,34.38,28.6,35.5,23.8,46.0,6.9
2016-04-04,54.8,165.25,39.97,28.58,0.85,4.65,26.66,29.1,36.0,23.8,37.0,6.9
2016-04-05,49.84,215.52,50.15,45.68,1.11,4.27,29.98,28.8,36.5,23.3,39.0,6.9
2016-04-06,63.16,254.77,52.29,24.61,1.18,3.67,43.57,29.1,36.7,23.2,47.0,6.9
2016-04-07,46.24,208.97,17.79,10.68,1.19,3.17,67.46,29.0,35.4,24.3,53.0,7.4
2016-04-08,34.18,318.02,17.37,11.52,1.03,2.2,58.76,28.7,36.3,23.1,60.0,6.9
2016-04-09,33.01,152.78,38.54,32.63,1.13,3.61,53.57,28.6,35.3,24.5,55.0,6.9
2016-04-10,31.3,144.68,19.45,13.01,1.03,2.75,62.4,28.8,33.5,23.8,55.0,8.5
2016-04-11,31.68,159.23,19.05,12.52,1.86,2.87,58.82,29.3,35.7,24.0,52.0,6.9
2016-04-12,36.98,177.82,14.71,9.61,1.25,3.1,74.34,30.2,36.4,24.4,52.0,6.9
2016-04-13,36.88,159.45,30.43,26.02,0.81,5.44,60.73,30.4,37.2,25.1,50.0,6.9
2016-04-14,35.46,224.24,31.64,23.58,1.08,3.19,109.97,31.2,37.0,25.4,45.0,6.9
2016-04-15,35.31,196.65,18.99,14.15,1.07,3.9,76.46,30.7,37.4,25.8,49.0,7.7
2016-04-16,34.85,171.26,10.08,8.09,1.02,3.06,67.25,30.4,37.4,25.2,47.0,6.9
2016-04-17,36.9,145.98,9.89,7.11,0.78,2.36,77.75,30.3,36.9,24.3,43.0,6.9
2016-04-18,38.81,158.75,16.09,11.74,1.37,2.74,49.33,29.6,37.8,24.8,46.0,6.9
2016-04-19,34.65,134.47,12.86,9.5,1.87,2.71,50.77,29.8,36.6,24.6,51.0,6.9
2016-04-20,31.89,160.06,19.53,10.82,1.65,3.82,62.54,30.4,36.8,24.8,49.0,6.9
2016-04-21,33.61,168.98,13.97,11.33,0.64,6.92,65.97,30.3,37.0,24.3,46.0,6.9
2016-04-22,34.83,130.54,10.21,9.96,0.94,4.09,48.47,29.7,37.4,24.4,50.0,6.3
2016-04-23,39.01,107.52,19.84,18.09,0.98,3.9,49.78,30.5,36.5,25.4,37.0,7.7
2016-04-24,39.53,92.73,19.55,15.68,2.09,4.16,47.44,31.4,38.0,23.6,41.0,7.4
2016-04-25,37.17,103.22,16.25,13.99,0.71,3.39,47.77,27.5,39.2,23.2,64.0,6.9
2016-04-26,39.88,68.46,21.35,16.08,0.72,3.74,56.94,29.0,37.1,22.8,48.0,7.7
2016-04-27,32.59,56.09,22.96,15.81,1.53,5.23,43.48,29.6,35.5,23.4,39.0,6.9
2016-04-28,47.42,54.05,22.55,33.44,0.6,5.65,39.29,29.6,36.7,24.5,42.0,6.9
2016-04-29,48.78,58.28,23.05,16.42,0.67,4.34,47.83,29.8,36.7,24.5,41.0,6.9
2016-04-30,46.6,59.08,20.19,21.66,0.82,4.12,53.75,30.2,37.0,24.4,41.0,6.9
2016-05-01,35.86,63.4,23.12,15.99,0.49,4.17,74.38,30.5,36.6,24.4,41.0,6.9
2016-05-02,39.87,63.61,28.17,18.17,0.62,5.62,68.49,29.3,37.3,24.7,51.0,6.9
2016-05-03,40.79,63.42,43.48,25.98,0.6,4.37,46.14,29.8,36.6,24.5,47.0,7.7
2016-05-04,57.96,56.57,32.02,18.21,0.55,4.58,45.77,29.5,36.2,25.5,49.0,6.9
2016-05-05,46.0,58.14,34.28,24.08,0.66,7.17,40.96,26.9,35.6,22.6,61.0,6.3
2016-05-06,23.99,35.12,19.03,11.43,1.15,4.1,95.21,24.9,35.5,21.5,72.0,6.3
2016-05-07,27.21,44.02,34.02,34.92,0.69,3.15,53.32,27.2,34.6,21.0,62.0,6.3
2016-05-08,26.43,42.02,75.84,64.74,0.6,2.89,52.09,25.6,33.7,21.4,72.0,6.3
2016-05-09,20.46,34.82,26.1,15.86,0.6,3.66,58.13,27.4,34.0,21.0,58.0,6.9
2016-05-10,32.5,230.2,20.91,14.43,0.99,4.01,50.62,27.5,34.0,23.4,63.0,6.9
2016-05-11,57.81,50.58,12.56,8.77,0.88,3.11,45.59,27.7,34.0,22.7,57.0,6.9
2016-05-12,31.19,54.8,14.44,13.47,0.67,3.77,54.95,26.8,33.4,23.6,64.0,6.3
2016-05-13,34.06,45.82,10.89,8.46,0.72,4.08,70.86,28.3,34.6,22.3,57.0,6.9
2016-05-14,33.05,52.87,31.46,28.58,0.61,2.78,53.86,28.9,34.6,23.5,58.0,6.9
2016-05-15,28.39,46.27,11.86,9.25,0.46,2.94,41.46,28.8,35.1,24.6,51.0,6.9
2016-05-16,27.01,39.39,18.35,15.54,0.91,4.16,22.93,27.0,34.5,23.8,67.0,6.9
2016-05-17,36.67,42.55,21.65,15.22,0.61,3.71,20.18,26.1,30.6,23.9,66.0,6.9
2016-05-18,27.51,41.15,23.46,20.58,0.47,5.04,20.14,23.7,28.3,20.4,75.0,6.3
2016-05-19,28.47,29.97,5.53,4.62,0.56,4.42,32.59,24.6,28.9,20.0,78.0,6.9
2016-05-20,22.27,33.48,10.54,6.35,0.52,3.81,30.79,25.3,30.0,19.6,78.0,6.9
2016-05-21,42.52,41.96,8.91,5.78,0.42,4.46,29.76,26.1,32.2,20.9,70.0,6.6
2016-05-22,152.94,43.16,9.86,5.87,1.08,3.36,27.96,27.6,33.0,21.9,70.0,6.9
2016-05-23,28.65,52.72,11.01,6.74,0.78,3.91,32.6,27.9,33.3,22.4,63.0,6.9
2016-05-24,25.75,40.98,6.83,4.57,0.42,4.91,31.86,28.1,34.1,22.7,61.0,6.9
2016-05-25,27.455,32.45,8.52,5.85,0.43,5.53,31.12391304,27.6,34.0,22.8,63.0,6.9
2016-05-26,29.16,34.84,8.02,5.43,0.49,7.0,30.38782609,27.9,33.2,22.2,63.0,6.9
2016-05-27,30.865,39.88,7.12,4.86,0.43,5.81,29.65173913,26.5,33.8,23.2,70.0,6.9
2016-05-28,32.57,36.26,7.81,5.28,0.43,4.2,28.91565217,25.7,32.6,21.5,72.0,6.9
2016-05-29,34.275,19.21,7.3,4.9,0.49,2.55,28.17956522,23.9,33.2,19.9,75.0,7.7
2016-05-30,35.98,29.59,14.57,9.75,0.76,4.5,27.44347826,25.7,30.0,21.7,72.0,6.9
2016-05-31,27.6,32.09,25.1,16.73,0.65,4.83,26.7073913,25.3,31.2,22.2,76.0,6.9
2016-06-01,17.15,26.07,31.6,19.55,0.4,4.74,25.97130435,25.4,31.5,21.5,75.0,6.9
2016-06-02,17.71,21.58,18.64,12.31,0.43,2.68,25.23521739,24.4,33.3,21.0,82.0,6.9
2016-06-03,18.86642857,33.69,10.15,6.67,0.39,1.9,24.49913043,25.5,30.2,21.0,78.0,6.9
2016-06-04,20.02285714,28.67,10.81,6.86,0.41,2.15,23.76304348,24.7,31.7,20.6,78.0,6.3
2016-06-05,21.17928571,32.38,9.08,5.85,0.36,2.18,23.02695652,24.1,30.4,21.7,81.0,7.7
2016-06-06,22.33571429,21.86,8.56,5.56,0.33,1.82,22.29086957,25.5,30.8,21.7,76.0,6.9
2016-06-07,23.49214286,20.31,11.68,7.43,0.36,1.69,21.55478261,25.7,31.4,21.6,79.0,6.9
2016-06-08,24.64857143,19.38,9.28,5.99,0.34,2.24,20.81869565,24.5,30.9,22.0,81.0,6.3
2016-06-10,25.805,19.97,10.05,6.41,0.37,2.28,20.0826087,23.8,30.2,21.7,84.0,8.0
2016-06-11,26.96142857,21.74,10.14,6.31,0.35,2.17,19.34652174,24.3,28.5,21.0,75.0,6.9
2016-06-12,28.11785714,24.12,8.84,5.6,0.34,1.99,18.61043478,24.1,29.6,20.8,77.0,6.9
2016-06-13,29.27428571,23.79,9.8,6.27,0.34,2.16,17.87434783,22.5,29.6,20.6,86.0,6.9
2016-06-14,30.43071429,23.6,12.82,7.99,0.41,2.02,17.13826087,23.6,27.7,20.1,75.0,6.9
2016-06-15,31.58714286,38.42,14.43,8.67,0.4,2.09,16.40217391,23.7,29.2,20.7,74.0,6.9
2016-06-16,32.74357143,27.07,10.93,6.81,0.34,2.0,15.66608696,23.7,29.9,20.2,76.0,6.9
2016-06-17,33.9,48.51,18.94,14.16,0.97,3.39,14.93,24.3,29.4,20.9,76.0,6.9
2016-06-18,31.98,80.7,20.46,17.06,3.8,4.05,9.69,24.4,28.8,21.0,75.0,7.7
2016-06-19,26.77,105.43,15.29,10.44,4.02,4.64,11.99,23.7,28.2,20.8,78.0,6.9
2016-06-20,27.61,72.63,21.69,16.62,2.12,4.5,10.92,23.3,29.9,20.0,82.0,6.3
2016-06-21,28.24,194.62,15.81,14.49,0.47,7.48,21.395,22.7,28.5,20.4,82.0,6.9
2016-06-22,29.83,23.86,17.61,12.97,0.33,1.79,31.87,22.6,26.5,20.0,83.0,6.9
2016-06-23,19.0,15.46,16.91,9.84,1.61,1.9,53.33,21.6,27.6,19.8,85.0,6.3
2016-06-24,15.04,23.51,17.15,9.58,5.43,1.73,65.62,22.0,26.2,19.4,82.0,6.3
2016-06-25,15.79,36.215,21.65,14.595,4.225,1.915,55.445,21.2,27.5,19.3,85.0,6.3
2016-06-27,16.54,48.92,26.15,19.61,3.02,2.1,45.27,22.5,28.2,20.8,84.0,6.9
2016-06-28,27.23,34.13,23.71,21.32,3.63,1.87,38.45,22.5,27.2,20.6,87.0,5.5
2016-06-29,115.98,17.1,24.19,19.33,2.48,1.58,39.09,21.3,26.3,20.3,91.0,4.8
2016-06-30,13.95,48.92,20.42,16.49,3.55,1.86,39.53,22.6,24.8,20.3,84.0,5.5
2016-07-01,25.0,35.36,19.59,17.99,5.62,1.26,44.86,23.2,27.6,20.2,80.0,6.3
2016-07-02,31.8,9.93,15.96,10.19,6.28,1.1,51.84,23.8,28.2,19.9,76.0,6.9
2016-07-03,17.36,30.52,20.82,16.04,7.87,1.54,42.29,23.6,28.8,20.2,78.0,6.3
2016-07-04,19.4,112.27,23.11,19.0,4.04,1.86,33.37,23.3,27.6,20.6,83.0,6.3
2016-07-05,18.36,57.25,19.9,17.76,2.27,2.18,35.67,23.3,28.0,20.8,83.0,5.5
2016-07-06,17.26,42.66,13.18,13.25,0.42,1.77,34.9052,22.9,27.2,20.8,87.0,4.8
2016-07-07,15.02,33.56,13.05,11.82,1.28,2.96,34.1404,23.6,26.7,20.3,78.0,6.3
2016-07-08,13.00666667,49.66,18.6,16.82,0.57,5.22,33.3756,22.7,27.4,20.6,85.0,5.5
2016-07-09,10.99333333,51.22,15.69,14.37,0.46,4.04,32.6108,22.1,26.4,20.1,83.0,5.5
2016-07-10,8.98,27.9,8.98,9.0,0.38,2.23,31.846,22.8,26.5,20.1,77.0,6.3
2016-07-11,35.12875,51.32,13.36,10.15,0.53,3.13,31.0812,23.2,27.2,20.4,72.0,5.5
2016-07-12,61.2775,41.88,11.15,8.45,1.51,3.46,30.3164,22.9,27.6,20.5,74.0,6.3
2016-07-13,87.42625,40.21,7.84,5.83,0.55,1.94,29.5516,23.8,28.1,20.1,71.0,7.4
2016-07-14,113.575,52.13,14.43,11.43,0.61,2.89,28.7868,25.0,29.5,19.7,70.0,6.9
2016-07-15,139.72375,39.43,23.36,17.74,1.48,2.96,28.022,24.8,30.7,21.5,73.0,6.9
2016-07-16,165.8725,33.87,33.33,25.12,0.69,2.8,27.2572,24.6,29.8,20.6,76.0,6.3
2016-07-17,192.02125,42.24,20.74,17.38,0.74,1.84,26.4924,23.6,30.1,20.5,84.0,6.9
2016-07-18,218.17,30.53,10.49,8.64,2.63,3.62,25.7276,23.6,28.1,21.0,75.0,6.9
2016-07-19,55.51,25.62,10.06,10.14,5.8,2.87,24.9628,22.9,28.3,20.0,77.0,6.3
2016-07-23,39.15,56.61,20.88,17.82,0.51,2.31,24.198,22.2,25.6,19.6,81.0,6.3
2016-07-27,22.79,77.1,3.0,7.66,0.71,4.7,23.4332,24.1,29.1,20.7,82.0,6.3
2016-07-28,17.0,97.59,10.29,12.98,0.91,1.58,22.6684,22.9,29.4,19.4,85.0,6.9
2016-07-29,22.19,46.72,16.14,15.42,0.53,1.06,21.9036,21.1,27.6,19.8,92.0,5.5
2016-07-30,8.74,62.96,10.3,11.75,0.47,1.28,21.1388,21.2,25.0,19.8,89.0,6.3
2016-07-31,18.9,138.45,30.71,28.43,0.83,1.86,20.374,22.4,26.0,19.4,82.0,6.9
2016-08-01,17.54,69.17,30.36,20.54,0.58,2.44,19.6092,22.2,27.0,19.8,78.0,6.3
2016-08-02,20.06,95.02,9.27,10.25,0.69,1.53,18.8444,22.9,27.2,19.3,71.0,8.5
2016-08-03,19.91,77.41,18.42,14.77,0.63,1.63,18.0796,22.1,27.6,19.1,76.0,6.9
2016-08-04,14.66,51.42,17.36,13.59,0.45,1.52,17.3148,22.4,25.6,19.4,78.0,6.9
2016-08-12,25.09,66.62666667,8.97,6.48,45.96,1.24,16.55,23.4,29.4,20.8,79.0,6.9
2016-08-13,21.94,81.83333333,8.83,7.15,47.93,1.37,18.87,24.0,29.0,20.6,77.0,6.3
2016-08-14,21.57,97.04,14.87,7.1,3.59,1.75,19.82,22.9,28.2,20.0,77.0,6.9
2016-08-15,14.38,61.19,12.56,6.76,3.34,2.31,21.54,23.5,28.8,19.5,74.0,7.7
2016-08-16,101.09,55.19,12.41,7.33,0.56,3.03,20.49,22.8,29.2,20.2,80.0,6.9
2016-08-17,33.05,83.6,16.2,5.75,1.59,2.63,20.28,23.0,27.9,19.9,77.0,7.7
2016-08-18,39.14,63.13,15.46,4.7,0.52,2.72,21.74,23.8,28.2,20.1,73.0,7.7
2016-08-19,41.43,18.46,18.34,1.75,0.47,2.87,26.26,23.9,29.0,20.3,71.0,6.9
